,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
97,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
98,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
99,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
100,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
101,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
102,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
103,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
104,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
105,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
106,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
107,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
108,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
109,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
110,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
111,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
112,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
113,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
114,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
115,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
116,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
117,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
118,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
119,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
120,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
121,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
122,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
123,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
124,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
125,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
126,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
127,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
128,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
129,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
130,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
131,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
132,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
133,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
134,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
135,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
136,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
137,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
138,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
139,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
140,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
141,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
142,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
143,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
144,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
145,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
146,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
147,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
148,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
149,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
150,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
151,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
152,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
153,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
154,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
155,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
156,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
157,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
158,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
159,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
160,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
161,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
162,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
163,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
164,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
165,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
166,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
167,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
168,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
169,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
170,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
171,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
172,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
173,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
174,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
175,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
176,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
177,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
178,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
179,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
180,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
181,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
182,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
183,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
184,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
185,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
186,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
187,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
188,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
189,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
190,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
191,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
192,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
193,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
194,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
195,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
196,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
197,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
198,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
199,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
200,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
201,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
202,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
203,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
204,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
205,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
206,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
207,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
208,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
209,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
210,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
211,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
212,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
213,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
214,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
215,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
216,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
217,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
218,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
219,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
220,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
221,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
222,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
223,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
224,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
225,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
226,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
227,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
228,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
229,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
230,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
231,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
232,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
233,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
234,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
235,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
236,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
237,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
238,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
239,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
240,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
241,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
242,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
243,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
244,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
245,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
246,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
247,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
248,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
249,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
250,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
251,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
252,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
253,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
254,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
255,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
256,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
257,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
258,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
259,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
260,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
261,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
262,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
263,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
264,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
265,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
266,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
267,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
268,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
269,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
270,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
271,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
272,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
273,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
274,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
275,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
276,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
277,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
278,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
279,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
280,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
281,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
282,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
283,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
284,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
285,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
286,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
287,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
288,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
289,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
290,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
291,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
292,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
293,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
294,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
295,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
296,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
297,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
298,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
299,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
300,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
301,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
302,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
303,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
304,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
305,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
306,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
307,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
308,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
309,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
310,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
311,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
312,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
313,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
314,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
315,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
316,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
317,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
318,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
319,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
320,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
321,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
322,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
323,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
324,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
325,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
326,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
327,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
328,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
329,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
330,1,53,106,158,211,263,316,368,421,473,526,578,631,683,736,788,841,893,946,999
